Start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,??,??,??,??,??,??
Start Date,2020/4/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/4/1, $76.54 ,2020/4/1, $246.15 ,2020/4/1, $60.23 
End Date,2025/4/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/4/2, $78.33 ,2020/4/2, $251.83 ,2020/4/2, $61.23 
2020/5/4, $73.29 , $283.57 , $90.08 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/5/8, $94.78 ,2020/5/8, $292.44 ,2020/5/8, $77.53 
2020/5/5, $74.39 , $286.19 , $91.32 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/5/11, $95.41 ,2020/5/11, $292.50 ,2020/5/11, $78.75 
2020/5/6, $75.16 , $284.25 , $92.03 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/5/12, $93.44 ,2020/5/12, $286.67 ,2020/5/12, $77.85 
2020/5/7, $75.94 , $287.68 , $93.41 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/5/13, $91.83 ,2020/5/13, $281.60 ,2020/5/13, $76.91 
2020/5/8, $77.53 , $292.44 , $94.78 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/5/14, $93.00 ,2020/5/14, $284.97 ,2020/5/14, $77.39 
2020/5/11, $78.75 , $292.50 , $95.41 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/5/15, $93.47 ,2020/5/15, $286.28 ,2020/5/15, $76.93 
2020/5/12, $77.85 , $286.67 , $93.44 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/5/18, $95.76 ,2020/5/18, $295.00 ,2020/5/18, $78.74 
2020/5/13, $76.91 , $281.60 , $91.83 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/5/19, $95.41 ,2020/5/19, $291.97 ,2020/5/19, $78.29 
2020/5/14, $77.39 , $284.97 , $93.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/5/20, $97.50 ,2020/5/20, $296.93 ,2020/5/20, $79.81 
2020/5/15, $76.93 , $286.28 , $93.47 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/5/21, $96.14 ,2020/5/21, $294.88 ,2020/5/21, $79.21 
2020/5/18, $78.74 , $295.00 , $95.76 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/5/22, $96.49 ,2020/5/22, $295.44 ,2020/5/22, $79.72 
2020/5/19, $78.29 , $291.97 , $95.41 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/5/26, $96.39 ,2020/5/26, $299.08 ,2020/5/26, $79.18 
2020/5/20, $79.81 , $296.93 , $97.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/5/27, $96.94 ,2020/5/27, $303.53 ,2020/5/27, $79.53 
2020/5/21, $79.21 , $294.88 , $96.14 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/5/28, $96.75 ,2020/5/28, $302.97 ,2020/5/28, $79.56 
2020/5/22, $79.72 , $295.44 , $96.49 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/5/29, $97.97 ,2020/5/29, $304.32 ,2020/5/29, $79.49 
2020/5/26, $79.18 , $299.08 , $96.39 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/6/1, $97.94 ,2020/6/1, $305.55 ,2020/6/1, $80.46 
2020/5/27, $79.53 , $303.53 , $96.94 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/6/2, $98.86 ,2020/6/2, $308.08 ,2020/6/2, $80.84 
2020/5/28, $79.56 , $302.97 , $96.75 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/6/3, $99.63 ,2020/6/3, $312.18 ,2020/6/3, $81.28 
2020/5/29, $79.49 , $304.32 , $97.97 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/6/4, $98.81 ,2020/6/4, $311.36 ,2020/6/4, $80.58 
2020/6/1, $80.46 , $305.55 , $97.94 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/6/5, $101.41 ,2020/6/5, $319.34 ,2020/6/5, $82.88 
2020/6/2, $80.84 , $308.08 , $98.86 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/6/8, $101.92 ,2020/6/8, $323.20 ,2020/6/8, $83.37 
2020/6/3, $81.28 , $312.18 , $99.63 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/6/9, $102.40 ,2020/6/9, $320.79 ,2020/6/9, $86.00 
2020/6/4, $80.58 , $311.36 , $98.81 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/6/10, $104.11 ,2020/6/10, $319.00 ,2020/6/10, $88.21 
2020/6/5, $82.88 , $319.34 , $101.41 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/6/11, $98.14 ,2020/6/11, $300.61 ,2020/6/11, $83.98 
2020/6/8, $83.37 , $323.20 , $101.92 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/6/12, $99.41 ,2020/6/12, $304.21 ,2020/6/12, $84.70 
2020/6/9, $86.00 , $320.79 , $102.40 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/6/15, $100.37 ,2020/6/15, $307.05 ,2020/6/15, $85.75 
2020/6/10, $88.21 , $319.00 , $104.11 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/6/16, $102.51 ,2020/6/16, $312.96 ,2020/6/16, $88.02 
2020/6/11, $83.98 , $300.61 , $98.14 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/6/17, $102.49 ,2020/6/17, $311.66 ,2020/6/17, $87.90 
2020/6/12, $84.70 , $304.21 , $99.41 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/6/18, $102.95 ,2020/6/18, $311.78 ,2020/6/18, $87.93 
2020/6/15, $85.75 , $307.05 , $100.37 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/6/19, $102.24 ,2020/6/19, $308.64 ,2020/6/19, $87.43 
2020/6/16, $88.02 , $312.96 , $102.51 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/6/22, $103.88 ,2020/6/22, $310.62 ,2020/6/22, $89.72 
2020/6/17, $87.90 , $311.66 , $102.49 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/6/23, $104.63 ,2020/6/23, $312.05 ,2020/6/23, $91.63 
2020/6/18, $87.93 , $311.78 , $102.95 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/6/24, $102.27 ,2020/6/24, $304.09 ,2020/6/24, $90.02 
2020/6/19, $87.43 , $308.64 , $102.24 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/6/25, $103.58 ,2020/6/25, $307.35 ,2020/6/25, $91.21 
2020/6/22, $89.72 , $310.62 , $103.88 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/6/26, $101.54 ,2020/6/26, $300.05 ,2020/6/26, $88.41 
2020/6/23, $91.63 , $312.05 , $104.63 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/6/29, $102.65 ,2020/6/29, $304.46 ,2020/6/29, $90.45 
2020/6/24, $90.02 , $304.09 , $102.27 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/6/30, $104.49 ,2020/6/30, $308.36 ,2020/6/30, $91.20 
2020/6/25, $91.21 , $307.35 , $103.58 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/7/1, $104.66 ,2020/7/1, $310.52 ,2020/7/1, $91.03 
2020/6/26, $88.41 , $300.05 , $101.54 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/7/2, $105.27 ,2020/7/2, $312.23 ,2020/7/2, $91.03 
2020/6/29, $90.45 , $304.46 , $102.65 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/7/6, $107.11 ,2020/7/6, $317.05 ,2020/7/6, $93.46 
2020/6/30, $91.20 , $308.36 , $104.49 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/7/7, $105.99 ,2020/7/7, $313.78 ,2020/7/7, $93.17 
2020/7/1, $91.03 , $310.52 , $104.66 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/7/8, $107.72 ,2020/7/8, $316.18 ,2020/7/8, $95.34 
2020/7/2, $91.03 , $312.23 , $105.27 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/7/9, $108.11 ,2020/7/9, $314.38 ,2020/7/9, $95.68 
2020/7/6, $93.46 , $317.05 , $107.11 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/7/10, $108.08 ,2020/7/10, $317.59 ,2020/7/10, $95.92 
2020/7/7, $93.17 , $313.78 , $105.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/7/13, $105.84 ,2020/7/13, $314.84 ,2020/7/13, $95.48 
2020/7/8, $95.34 , $316.18 , $107.72 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/7/14, $107.06 ,2020/7/14, $318.92 ,2020/7/14, $97.06 
2020/7/9, $95.68 , $314.38 , $108.11 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/7/15, $107.64 ,2020/7/15, $321.85 ,2020/7/15, $97.73 
2020/7/10, $95.92 , $317.59 , $108.08 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/7/16, $106.31 ,2020/7/16, $320.79 ,2020/7/16, $96.52 
2020/7/13, $95.48 , $314.84 , $105.84 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/7/17, $106.83 ,2020/7/17, $321.72 ,2020/7/17, $96.33 
2020/7/14, $97.06 , $318.92 , $107.06 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/7/20, $109.56 ,2020/7/20, $324.32 ,2020/7/20, $98.36 
2020/7/15, $97.73 , $321.85 , $107.64 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/7/21, $108.46 ,2020/7/21, $325.01 ,2020/7/21, $97.00 
2020/7/16, $96.52 , $320.79 , $106.31 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/7/22, $109.33 ,2020/7/22, $326.86 ,2020/7/22, $97.27 
2020/7/17, $96.33 , $321.72 , $106.83 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/7/23, $106.49 ,2020/7/23, $322.96 ,2020/7/23, $92.85 
2020/7/20, $98.36 , $324.32 , $109.56 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/7/24, $105.20 ,2020/7/24, $320.88 ,2020/7/24, $92.62 
2020/7/21, $97.00 , $325.01 , $108.46 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/7/27, $106.86 ,2020/7/27, $323.22 ,2020/7/27, $94.81 
2020/7/22, $97.27 , $326.86 , $109.33 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/7/28, $105.61 ,2020/7/28, $321.17 ,2020/7/28, $93.25 
2020/7/23, $92.85 , $322.96 , $106.49 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/7/29, $107.14 ,2020/7/29, $325.12 ,2020/7/29, $95.04 
2020/7/24, $92.62 , $320.88 , $105.20 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/7/30, $107.74 ,2020/7/30, $323.96 ,2020/7/30, $96.19 
2020/7/27, $94.81 , $323.22 , $106.86 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/7/31, $110.43 ,2020/7/31, $326.52 ,2020/7/31, $106.26 
2020/7/28, $93.25 , $321.17 , $105.61 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/8/3, $113.15 ,2020/8/3, $328.79 ,2020/8/3, $108.94 
2020/7/29, $95.04 , $325.12 , $107.14 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/8/4, $113.44 ,2020/8/4, $330.06 ,2020/8/4, $109.67 
2020/7/30, $96.19 , $323.96 , $107.74 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/8/5, $113.86 ,2020/8/5, $332.11 ,2020/8/5, $110.06 
2020/7/31, $106.26 , $326.52 , $110.43 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/8/6, $115.46 ,2020/8/6, $334.33 ,2020/8/6, $113.90 
2020/8/3, $108.94 , $328.79 , $113.15 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/8/7, $113.74 ,2020/8/7, $334.57 ,2020/8/7, $111.11 
2020/8/4, $109.67 , $330.06 , $113.44 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/8/10, $113.42 ,2020/8/10, $335.57 ,2020/8/10, $112.73 
2020/8/5, $110.06 , $332.11 , $113.86 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/8/11, $111.38 ,2020/8/11, $332.80 ,2020/8/11, $109.38 
2020/8/6, $113.90 , $334.33 , $115.46 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/8/12, $113.91 ,2020/8/12, $337.44 ,2020/8/12, $113.01 
2020/8/7, $111.11 , $334.57 , $113.74 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/8/13, $113.96 ,2020/8/13, $336.83 ,2020/8/13, $115.01 
2020/8/10, $112.73 , $335.57 , $113.42 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/8/14, $113.88 ,2020/8/14, $336.84 ,2020/8/14, $114.91 
2020/8/11, $109.38 , $332.80 , $111.38 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/8/17, $114.64 ,2020/8/17, $337.91 ,2020/8/17, $114.61 
2020/8/12, $113.01 , $337.44 , $113.91 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/8/18, $115.07 ,2020/8/18, $338.64 ,2020/8/18, $115.56 
2020/8/13, $115.01 , $336.83 , $113.96 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/8/19, $114.93 ,2020/8/19, $337.23 ,2020/8/19, $115.71 
2020/8/14, $114.91 , $336.84 , $113.88 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/8/20, $116.46 ,2020/8/20, $338.28 ,2020/8/20, $118.28 
2020/8/17, $114.61 , $337.91 , $114.64 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/8/21, $117.94 ,2020/8/21, $339.48 ,2020/8/21, $124.37 
2020/8/18, $115.56 , $338.64 , $115.07 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/8/24, $118.96 ,2020/8/24, $342.92 ,2020/8/24, $125.86 
2020/8/19, $115.71 , $337.23 , $114.93 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/8/25, $119.56 ,2020/8/25, $344.12 ,2020/8/25, $124.83 
2020/8/20, $118.28 , $338.28 , $116.46 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/8/26, $121.99 ,2020/8/26, $347.57 ,2020/8/26, $126.52 
2020/8/21, $124.37 , $339.48 , $117.94 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/8/27, $122.09 ,2020/8/27, $348.33 ,2020/8/27, $125.01 
2020/8/24, $125.86 , $342.92 , $118.96 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/8/28, $123.16 ,2020/8/28, $350.58 ,2020/8/28, $124.81 
2020/8/25, $124.83 , $344.12 , $119.56 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/8/31, $123.55 ,2020/8/31, $349.31 ,2020/8/31, $129.04 
2020/8/26, $126.52 , $347.57 , $121.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/9/1, $125.91 ,2020/9/1, $352.60 ,2020/9/1, $134.18 
2020/8/27, $125.01 , $348.33 , $122.09 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/9/2, $127.03 ,2020/9/2, $357.70 ,2020/9/2, $131.40 
2020/8/28, $124.81 , $350.58 , $123.16 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/9/3, $119.79 ,2020/9/3, $345.39 ,2020/9/3, $120.88 
2020/8/31, $129.04 , $349.31 , $123.55 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/9/4, $118.12 ,2020/9/4, $342.57 ,2020/9/4, $120.96 
2020/9/1, $134.18 , $352.60 , $125.91 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/9/8, $112.78 ,2020/9/8, $333.21 ,2020/9/8, $112.82 
2020/9/2, $131.40 , $357.70 , $127.03 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/9/9, $116.46 ,2020/9/9, $339.79 ,2020/9/9, $117.32 
2020/9/3, $120.88 , $345.39 , $119.79 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/9/10, $113.83 ,2020/9/10, $333.89 ,2020/9/10, $113.49 
2020/9/4, $120.96 , $342.57 , $118.12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/9/11, $112.96 ,2020/9/11, $334.06 ,2020/9/11, $112.00 
2020/9/8, $112.82 , $333.21 , $112.78 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/9/14, $115.33 ,2020/9/14, $338.46 ,2020/9/14, $115.36 
2020/9/9, $117.32 , $339.79 , $116.46 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/9/15, $116.47 ,2020/9/15, $340.17 ,2020/9/15, $115.54 
2020/9/10, $113.49 , $333.89 , $113.83 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/9/16, $114.67 ,2020/9/16, $338.82 ,2020/9/16, $112.13 
2020/9/11, $112.00 , $334.06 , $112.96 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/9/17, $113.72 ,2020/9/17, $335.84 ,2020/9/17, $110.34 
2020/9/14, $115.36 , $338.46 , $115.33 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/9/18, $111.76 ,2020/9/18, $330.65 ,2020/9/18, $106.84 
2020/9/15, $115.54 , $340.17 , $116.47 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/9/21, $112.44 ,2020/9/21, $326.97 ,2020/9/21, $110.08 
2020/9/16, $112.13 , $338.82 , $114.67 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/9/22, $114.22 ,2020/9/22, $330.30 ,2020/9/22, $111.81 
2020/9/17, $110.34 , $335.84 , $113.72 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/9/23, $110.66 ,2020/9/23, $322.64 ,2020/9/23, $107.12 
2020/9/18, $106.84 , $330.65 , $111.76 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/9/24, $111.28 ,2020/9/24, $323.50 ,2020/9/24, $108.22 
2020/9/21, $110.08 , $326.97 , $112.44 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/9/25, $113.94 ,2020/9/25, $328.73 ,2020/9/25, $112.28 
2020/9/22, $111.81 , $330.30 , $114.22 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/9/28, $116.12 ,2020/9/28, $334.19 ,2020/9/28, $114.96 
2020/9/23, $107.12 , $322.64 , $110.66 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/9/29, $115.73 ,2020/9/29, $332.37 ,2020/9/29, $114.09 
2020/9/24, $108.22 , $323.50 , $111.28 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/9/30, $116.70 ,2020/9/30, $334.89 ,2020/9/30, $115.81 
2020/9/25, $112.28 , $328.73 , $113.94 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/10/1, $117.93 ,2020/10/1, $337.04 ,2020/10/1, $116.79 
2020/9/28, $114.96 , $334.19 , $116.12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/10/2, $114.94 ,2020/10/2, $333.84 ,2020/10/2, $113.02 
2020/9/29, $114.09 , $332.37 , $115.73 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/10/5, $117.46 ,2020/10/5, $339.76 ,2020/10/5, $116.50 
2020/9/30, $115.81 , $334.89 , $116.70 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/10/6, $115.64 ,2020/10/6, $334.93 ,2020/10/6, $113.16 
2020/10/1, $116.79 , $337.04 , $117.93 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/10/7, $117.76 ,2020/10/7, $340.76 ,2020/10/7, $115.08 
2020/10/2, $113.02 , $333.84 , $114.94 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/10/8, $118.37 ,2020/10/8, $343.78 ,2020/10/8, $114.97 
2020/10/5, $116.50 , $339.76 , $117.46 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/10/9, $120.18 ,2020/10/9, $346.85 ,2020/10/9, $116.97 
2020/10/6, $113.16 , $334.93 , $115.64 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/10/12, $123.46 ,2020/10/12, $352.43 ,2020/10/12, $124.40 
2020/10/7, $115.08 , $340.76 , $117.76 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/10/13, $122.67 ,2020/10/13, $350.13 ,2020/10/13, $121.10 
2020/10/8, $114.97 , $343.78 , $118.37 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/10/14, $122.02 ,2020/10/14, $347.93 ,2020/10/14, $121.19 
2020/10/9, $116.97 , $346.85 , $120.18 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/10/15, $121.47 ,2020/10/15, $347.50 ,2020/10/15, $120.71 
